fer0032555.png,"(0, 0, 48, 48)",0,0,9,0,0,0,0,0,1,0
fer0032556.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032557.png,"(0, 0, 48, 48)",0,0,3,0,7,0,0,0,0,0
fer0032558.png,"(0, 0, 48, 48)",7,0,0,1,0,0,0,1,1,0
fer0032559.png,"(0, 0, 48, 48)",5,0,0,3,1,0,0,0,1,0
fer0032560.png,"(0, 0, 48, 48)",2,0,0,7,0,0,0,0,1,0
fer0032561.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032562.png,"(0, 0, 48, 48)",2,1,1,3,0,2,0,0,1,0
fer0032563.png,"(0, 0, 48, 48)",7,0,0,1,0,0,0,0,2,0
fer0032564.png,"(0, 0, 48, 48)",7,0,0,3,0,0,0,0,0,0
fer0032565.png,"(0, 0, 48, 48)",0,0,0,0,10,0,0,0,0,0
fer0032566.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032567.png,"(0, 0, 48, 48)",0,5,4,0,0,0,0,0,1,0
fer0032568.png,"(0, 0, 48, 48)",1,0,0,0,7,2,0,0,0,0
fer0032569.png,"(0, 0, 48, 48)",2,0,0,0,3,3,0,0,2,0
fer0032570.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032571.png,"(0, 0, 48, 48)",0,0,8,0,0,1,0,0,1,0
fer0032572.png,"(0, 0, 48, 48)",0,0,4,0,4,0,0,0,2,0
fer0032573.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032574.png,"(0, 0, 48, 48)",0,3,6,0,0,0,1,0,0,0
fer0032575.png,"(0, 0, 48, 48)",4,0,0,4,1,0,0,0,1,0
fer0032576.png,"(0, 0, 48, 48)",4,0,0,0,5,0,0,0,1,0
fer0032577.png,"(0, 0, 48, 48)",0,9,1,0,0,0,0,0,0,0
fer0032578.png,"(0, 0, 48, 48)",2,0,0,8,0,0,0,0,0,0
fer0032579.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0032580.png,"(0, 0, 48, 48)",1,4,5,0,0,0,0,0,0,0
fer0032581.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032582.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032583.png,"(0, 0, 48, 48)",4,0,0,6,0,0,0,0,0,0
fer0032584.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032585.png,"(0, 0, 48, 48)",1,1,0,8,0,0,0,0,0,0
fer0032586.png,"(0, 0, 48, 48)",5,0,0,3,0,0,0,0,2,0
fer0032587.png,"(0, 0, 48, 48)",7,0,0,2,0,0,0,0,1,0
fer0032588.png,"(0, 0, 48, 48)",2,0,3,1,0,0,3,0,1,0
fer0032589.png,"(0, 0, 48, 48)",7,0,0,1,0,1,0,0,1,0
fer0032590.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032591.png,"(0, 0, 48, 48)",0,9,1,0,0,0,0,0,0,0
fer0032592.png,"(0, 0, 48, 48)",4,4,0,0,0,0,0,1,1,0
fer0032593.png,"(0, 0, 48, 48)",5,1,0,2,0,0,0,0,2,0
fer0032594.png,"(0, 0, 48, 48)",6,0,0,4,0,0,0,0,0,0
fer0032595.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032596.png,"(0, 0, 48, 48)",8,0,0,0,1,0,0,0,1,0
fer0032597.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032598.png,"(0, 0, 48, 48)",3,6,0,0,0,0,0,0,1,0
fer0032599.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032600.png,"(0, 0, 48, 48)",4,0,6,0,0,0,0,0,0,0
fer0032601.png,"(0, 0, 48, 48)",1,0,7,0,0,0,2,0,0,0
fer0032602.png,"(0, 0, 48, 48)",1,0,0,0,0,9,0,0,0,0
fer0032603.png,"(0, 0, 48, 48)",6,0,0,1,2,0,1,0,0,0
fer0032604.png,"(0, 0, 48, 48)",0,2,3,0,2,0,3,0,0,0
fer0032605.png,"(0, 0, 48, 48)",9,0,0,0,1,0,0,0,0,0
fer0032606.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032607.png,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0032608.png,"(0, 0, 48, 48)",8,0,0,1,1,0,0,0,0,0
fer0032609.png,"(0, 0, 48, 48)",1,0,7,0,0,0,2,0,0,0
fer0032610.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032611.png,"(0, 0, 48, 48)",1,0,0,0,0,0,9,0,0,0
fer0032612.png,"(0, 0, 48, 48)",4,0,0,4,0,0,0,0,2,0
fer0032613.png,"(0, 0, 48, 48)",2,0,0,4,1,0,0,0,3,0
fer0032614.png,"(0, 0, 48, 48)",1,0,0,9,0,0,0,0,0,0
fer0032615.png,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0032616.png,"(0, 0, 48, 48)",0,0,0,4,0,0,5,0,1,0
fer0032617.png,"(0, 0, 48, 48)",2,7,0,0,1,0,0,0,0,0
fer0032618.png,"(0, 0, 48, 48)",7,0,0,1,0,0,0,1,1,0
fer0032619.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032620.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032621.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032622.png,"(0, 0, 48, 48)",6,0,0,1,0,0,0,2,1,0
fer0032623.png,"(0, 0, 48, 48)",7,0,0,0,0,0,0,2,1,0
fer0032624.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032625.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032626.png,"(0, 0, 48, 48)",3,0,0,6,0,0,0,0,1,0
fer0032627.png,"(0, 0, 48, 48)",2,0,0,7,0,0,0,0,1,0
fer0032628.png,"(0, 0, 48, 48)",0,7,1,0,0,0,2,0,0,0
fer0032629.png,"(0, 0, 48, 48)",2,0,0,0,5,0,0,0,3,0
fer0032630.png,"(0, 0, 48, 48)",0,0,1,0,9,0,0,0,0,0
fer0032631.png,"(0, 0, 48, 48)",4,0,1,1,0,1,1,0,2,0
fer0032632.png,"(0, 0, 48, 48)",8,0,0,0,0,0,1,0,1,0
fer0032633.png,"(0, 0, 48, 48)",2,0,8,0,0,0,0,0,0,0
fer0032634.png,"(0, 0, 48, 48)",6,4,0,0,0,0,0,0,0,0
fer0032635.png,"(0, 0, 48, 48)",7,0,0,1,1,0,0,1,0,0
fer0032636.png,"(0, 0, 48, 48)",0,1,5,0,0,1,3,0,0,0
fer0032637.png,"(0, 0, 48, 48)",0,0,0,7,0,3,0,0,0,0
fer0032638.png,"(0, 0, 48, 48)",0,0,0,3,5,1,0,0,1,0
fer0032639.png,"(0, 0, 48, 48)",7,0,1,1,0,0,0,0,1,0
fer0032640.png,"(0, 0, 48, 48)",1,0,4,1,0,0,3,0,1,0
fer0032641.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0032642.png,"(0, 0, 48, 48)",0,0,5,0,0,0,3,0,2,0
fer0032643.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032644.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032645.png,"(0, 0, 48, 48)",4,0,1,0,1,0,0,1,3,0
fer0032646.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032647.png,"(0, 0, 48, 48)",3,0,5,1,0,0,0,0,1,0
fer0032648.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032649.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032650.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032651.png,"(0, 0, 48, 48)",1,0,0,8,0,0,0,0,1,0
fer0032652.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032653.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032654.png,"(0, 0, 48, 48)",2,0,7,0,0,0,0,0,1,0
fer0032655.png,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0032656.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032657.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032658.png,"(0, 0, 48, 48)",7,0,1,0,0,0,0,1,1,0
fer0032659.png,"(0, 0, 48, 48)",1,0,0,0,0,1,0,7,1,0
fer0032660.png,"(0, 0, 48, 48)",8,0,0,0,0,0,0,0,2,0
fer0032661.png,"(0, 0, 48, 48)",3,7,0,0,0,0,0,0,0,0
fer0032662.png,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0032663.png,"(0, 0, 48, 48)",0,8,0,0,0,0,0,2,0,0
fer0032664.png,"(0, 0, 48, 48)",7,0,0,1,0,0,0,0,2,0
fer0032665.png,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0032666.png,"(0, 0, 48, 48)",2,8,0,0,0,0,0,0,0,0
fer0032667.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032668.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032669.png,"(0, 0, 48, 48)",0,0,6,0,2,0,2,0,0,0
fer0032670.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032671.png,"(0, 0, 48, 48)",0,0,1,0,7,0,0,0,2,0
fer0032672.png,"(0, 0, 48, 48)",7,0,0,3,0,0,0,0,0,0
fer0032673.png,"(0, 0, 48, 48)",0,0,4,0,0,0,6,0,0,0
fer0032674.png,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0032675.png,"(0, 0, 48, 48)",6,0,1,0,2,0,0,0,1,0
fer0032676.png,"(0, 0, 48, 48)",2,0,6,0,0,0,0,0,1,1
fer0032677.png,"(0, 0, 48, 48)",1,8,0,0,0,0,0,0,1,0
fer0032678.png,"(0, 0, 48, 48)",3,0,0,7,0,0,0,0,0,0
fer0032679.png,"(0, 0, 48, 48)",0,0,0,9,1,0,0,0,0,0
fer0032680.png,"(0, 0, 48, 48)",8,0,0,0,0,0,0,1,1,0
fer0032681.png,"(0, 0, 48, 48)",1,0,0,4,0,0,4,0,1,0
fer0032682.png,"(0, 0, 48, 48)",0,0,9,0,0,0,1,0,0,0
fer0032683.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032684.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032685.png,"(0, 0, 48, 48)",0,0,0,10,0,0,0,0,0,0
fer0032686.png,"(0, 0, 48, 48)",4,0,0,6,0,0,0,0,0,0
fer0032687.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032688.png,"(0, 0, 48, 48)",4,0,0,3,0,0,0,1,2,0
fer0032689.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032690.png,"(0, 0, 48, 48)",4,1,0,3,1,0,0,0,1,0
fer0032691.png,"(0, 0, 48, 48)",0,0,4,0,0,5,0,0,1,0
fer0032692.png,"(0, 0, 48, 48)",4,0,0,2,3,0,0,0,1,0
fer0032693.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032694.png,"(0, 0, 48, 48)",0,0,9,0,0,0,0,0,1,0
fer0032695.png,"(0, 0, 48, 48)",2,0,0,3,4,0,0,0,1,0
fer0032696.png,"(0, 0, 48, 48)",4,0,0,1,3,0,0,1,1,0
fer0032697.png,"(0, 0, 48, 48)",0,0,2,0,7,0,0,0,1,0
fer0032698.png,"(0, 0, 48, 48)",3,0,0,3,2,0,0,0,2,0
fer0032699.png,"(0, 0, 48, 48)",8,1,0,1,0,0,0,0,0,0
fer0032700.png,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0032701.png,"(0, 0, 48, 48)",0,8,1,1,0,0,0,0,0,0
fer0032702.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032703.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032704.png,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0032705.png,"(0, 0, 48, 48)",0,1,8,1,0,0,0,0,0,0
fer0032706.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032707.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032708.png,"(0, 0, 48, 48)",5,1,0,1,1,1,0,0,1,0
fer0032709.png,"(0, 0, 48, 48)",0,0,0,8,1,0,0,0,1,0
fer0032710.png,"(0, 0, 48, 48)",5,0,0,2,2,0,0,0,1,0
fer0032711.png,"(0, 0, 48, 48)",7,0,0,2,0,0,0,0,1,0
fer0032712.png,"(0, 0, 48, 48)",9,0,0,0,0,0,1,0,0,0
fer0032713.png,"(0, 0, 48, 48)",6,2,0,0,0,0,0,1,1,0
fer0032714.png,"(0, 0, 48, 48)",0,2,1,2,1,2,1,0,1,0
fer0032715.png,"(0, 0, 48, 48)",0,0,0,4,1,0,3,1,1,0
fer0032716.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0032717.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032718.png,"(0, 0, 48, 48)",1,0,0,0,0,0,9,0,0,0
fer0032719.png,"(0, 0, 48, 48)",3,0,0,3,0,0,1,0,3,0
fer0032720.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032721.png,"(0, 0, 48, 48)",6,0,0,3,0,0,0,0,1,0
fer0032722.png,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0032723.png,"(0, 0, 48, 48)",3,0,0,0,6,0,0,1,0,0
fer0032724.png,"(0, 0, 48, 48)",0,0,7,1,0,0,1,0,1,0
fer0032725.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032726.png,"(0, 0, 48, 48)",0,0,6,0,0,1,3,0,0,0
fer0032727.png,"(0, 0, 48, 48)",7,0,0,0,2,0,0,0,1,0
fer0032728.png,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0032729.png,"(0, 0, 48, 48)",2,6,0,1,0,0,0,0,1,0
fer0032730.png,"(0, 0, 48, 48)",1,0,0,0,2,6,0,0,1,0
fer0032731.png,"(0, 0, 48, 48)",0,1,0,8,0,0,0,1,0,0
fer0032732.png,"(0, 0, 48, 48)",8,0,1,0,0,0,0,0,1,0
fer0032733.png,"(0, 0, 48, 48)",1,0,0,7,0,0,0,0,2,0
fer0032734.png,"(0, 0, 48, 48)",7,1,0,2,0,0,0,0,0,0
fer0032735.png,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0032736.png,"(0, 0, 48, 48)",0,2,0,1,6,1,0,0,0,0
fer0032737.png,"(0, 0, 48, 48)",8,0,1,0,0,0,0,0,1,0
fer0032738.png,"(0, 0, 48, 48)",0,0,0,10,0,0,0,0,0,0
fer0032739.png,"(0, 0, 48, 48)",0,0,3,1,0,0,5,0,1,0
fer0032740.png,"(0, 0, 48, 48)",2,0,0,8,0,0,0,0,0,0
fer0032741.png,"(0, 0, 48, 48)",5,0,0,4,0,0,0,0,1,0
fer0032742.png,"(0, 0, 48, 48)",6,0,3,0,0,0,0,0,1,0
fer0032743.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032744.png,"(0, 0, 48, 48)",3,0,2,1,2,0,0,0,2,0
fer0032745.png,"(0, 0, 48, 48)",8,0,0,2,0,0,0,0,0,0
fer0032746.png,"(0, 0, 48, 48)",2,8,0,0,0,0,0,0,0,0
fer0032747.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032748.png,"(0, 0, 48, 48)",5,0,0,5,0,0,0,0,0,0
fer0032749.png,"(0, 0, 48, 48)",6,0,0,3,0,0,0,0,1,0
fer0032750.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032751.png,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0032752.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0032753.png,"(0, 0, 48, 48)",6,0,0,2,0,1,0,1,0,0
fer0032754.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032755.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032756.png,"(0, 0, 48, 48)",3,0,0,5,1,0,0,0,1,0
fer0032757.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032758.png,"(0, 0, 48, 48)",0,8,2,0,0,0,0,0,0,0
fer0032759.png,"(0, 0, 48, 48)",3,0,0,0,5,1,0,0,1,0
fer0032760.png,"(0, 0, 48, 48)",8,0,0,0,0,0,0,0,2,0
fer0032761.png,"(0, 0, 48, 48)",7,0,0,0,1,0,0,0,2,0
fer0032762.png,"(0, 0, 48, 48)",8,0,1,0,0,0,0,0,1,0
fer0032763.png,"(0, 0, 48, 48)",5,0,0,5,0,0,0,0,0,0
fer0032764.png,"(0, 0, 48, 48)",0,2,4,1,0,0,1,0,2,0
fer0032765.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032766.png,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0032767.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032768.png,"(0, 0, 48, 48)",3,0,0,6,0,0,0,0,1,0
fer0032769.png,"(0, 0, 48, 48)",2,8,0,0,0,0,0,0,0,0
fer0032770.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032771.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032772.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032773.png,"(0, 0, 48, 48)",4,0,0,5,0,0,0,0,1,0
fer0032774.png,"(0, 0, 48, 48)",8,0,0,2,0,0,0,0,0,0
fer0032775.png,"(0, 0, 48, 48)",6,1,0,0,1,0,0,0,2,0
fer0032776.png,"(0, 0, 48, 48)",2,0,0,6,0,0,0,0,2,0
fer0032777.png,"(0, 0, 48, 48)",0,7,0,0,2,0,0,0,1,0
fer0032778.png,"(0, 0, 48, 48)",2,0,0,0,4,2,0,1,1,0
fer0032779.png,"(0, 0, 48, 48)",0,1,1,8,0,0,0,0,0,0
fer0032780.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032781.png,"(0, 0, 48, 48)",2,0,0,7,0,0,0,0,1,0
fer0032782.png,"(0, 0, 48, 48)",3,7,0,0,0,0,0,0,0,0
fer0032783.png,"(0, 0, 48, 48)",6,0,0,0,2,0,0,0,2,0
fer0032784.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032785.png,"(0, 0, 48, 48)",0,1,1,0,6,0,1,0,1,0
fer0032786.png,"(0, 0, 48, 48)",0,0,7,1,0,0,2,0,0,0
fer0032787.png,"(0, 0, 48, 48)",4,0,5,0,0,0,0,0,1,0
fer0032788.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032789.png,"(0, 0, 48, 48)",0,0,0,10,0,0,0,0,0,0
fer0032790.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032791.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032792.png,"(0, 0, 48, 48)",1,0,0,8,0,0,0,0,1,0
fer0032793.png,"(0, 0, 48, 48)",1,0,0,0,9,0,0,0,0,0
fer0032794.png,"(0, 0, 48, 48)",7,0,0,2,0,0,0,0,1,0
fer0032795.png,"(0, 0, 48, 48)",2,0,5,0,0,0,2,0,1,0
fer0032796.png,"(0, 0, 48, 48)",8,0,0,1,1,0,0,0,0,0
fer0032797.png,"(0, 0, 48, 48)",1,0,0,8,0,0,0,0,1,0
fer0032798.png,"(0, 0, 48, 48)",0,0,10,0,0,0,0,0,0,0
fer0032799.png,"(0, 0, 48, 48)",2,1,5,0,0,0,1,0,1,0
fer0032800.png,"(0, 0, 48, 48)",1,0,0,0,9,0,0,0,0,0
fer0032801.png,"(0, 0, 48, 48)",1,0,0,0,8,0,0,0,1,0
fer0032802.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032803.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032804.png,"(0, 0, 48, 48)",0,0,7,0,0,0,3,0,0,0
fer0032805.png,"(0, 0, 48, 48)",0,0,7,0,0,0,3,0,0,0
fer0032806.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032807.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032808.png,"(0, 0, 48, 48)",1,0,0,9,0,0,0,0,0,0
fer0032809.png,"(0, 0, 48, 48)",0,0,1,0,8,0,0,0,1,0
fer0032810.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032811.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032812.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032813.png,"(0, 0, 48, 48)",0,0,0,7,0,0,0,0,3,0
fer0032814.png,"(0, 0, 48, 48)",1,4,3,0,0,0,0,0,2,0
fer0032815.png,"(0, 0, 48, 48)",4,0,0,3,0,0,0,1,2,0
fer0032816.png,"(0, 0, 48, 48)",0,9,1,0,0,0,0,0,0,0
fer0032817.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032818.png,"(0, 0, 48, 48)",0,1,0,5,0,0,0,3,1,0
fer0032819.png,"(0, 0, 48, 48)",0,7,2,0,0,0,0,1,0,0
fer0032820.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032821.png,"(0, 0, 48, 48)",3,0,0,7,0,0,0,0,0,0
fer0032822.png,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0032823.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032824.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032825.png,"(0, 0, 48, 48)",7,0,1,0,0,0,0,0,2,0
fer0032826.png,"(0, 0, 48, 48)",0,0,0,0,10,0,0,0,0,0
fer0032827.png,"(0, 0, 48, 48)",0,6,0,0,3,0,0,0,1,0
fer0032828.png,"(0, 0, 48, 48)",1,0,0,9,0,0,0,0,0,0
fer0032829.png,"(0, 0, 48, 48)",8,1,0,0,0,0,0,0,1,0
fer0032830.png,"(0, 0, 48, 48)",1,0,0,4,3,1,0,1,0,0
fer0032831.png,"(0, 0, 48, 48)",3,2,0,0,1,0,0,0,4,0
fer0032832.png,"(0, 0, 48, 48)",0,0,0,0,1,7,0,0,2,0
fer0032833.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032834.png,"(0, 0, 48, 48)",10,0,0,0,0,0,0,0,0,0
fer0032835.png,"(0, 0, 48, 48)",3,1,0,0,2,1,0,1,2,0
fer0032836.png,"(0, 0, 48, 48)",0,0,0,7,3,0,0,0,0,0
fer0032837.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032838.png,"(0, 0, 48, 48)",0,1,8,0,0,0,0,0,1,0
fer0032839.png,"(0, 0, 48, 48)",0,9,0,0,0,0,0,0,1,0
fer0032840.png,"(0, 0, 48, 48)",2,8,0,0,0,0,0,0,0,0
fer0032841.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,0,1,0
fer0032842.png,"(0, 0, 48, 48)",1,0,7,0,0,0,1,0,1,0
fer0032843.png,"(0, 0, 48, 48)",0,4,0,4,2,0,0,0,0,0
fer0032844.png,"(0, 0, 48, 48)",1,0,8,0,0,0,1,0,0,0
fer0032845.png,"(0, 0, 48, 48)",0,0,8,0,0,0,2,0,0,0
fer0032846.png,"(0, 0, 48, 48)",2,0,0,7,0,0,0,0,1,0
fer0032847.png,"(0, 0, 48, 48)",0,0,0,7,1,0,1,0,1,0
fer0032848.png,"(0, 0, 48, 48)",9,0,0,0,0,0,0,0,1,0
fer0032849.png,"(0, 0, 48, 48)",1,0,0,7,0,0,0,0,2,0
fer0032850.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032851.png,"(0, 0, 48, 48)",0,4,0,0,4,0,1,0,1,0
fer0032852.png,"(0, 0, 48, 48)",3,0,0,5,0,0,0,0,2,0
fer0032853.png,"(0, 0, 48, 48)",0,1,1,0,7,0,0,0,1,0
fer0032854.png,"(0, 0, 48, 48)",0,1,1,0,5,1,1,0,1,0
fer0032855.png,"(0, 0, 48, 48)",2,0,0,1,0,0,0,6,1,0
fer0032856.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032857.png,"(0, 0, 48, 48)",6,0,1,2,0,0,0,0,1,0
fer0032858.png,"(0, 0, 48, 48)",6,0,0,0,4,0,0,0,0,0
fer0032859.png,"(0, 0, 48, 48)",8,0,0,1,0,1,0,0,0,0
fer0032860.png,"(0, 0, 48, 48)",1,0,7,0,0,0,2,0,0,0
fer0032861.png,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0032862.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032863.png,"(0, 0, 48, 48)",1,2,7,0,0,0,0,0,0,0
fer0032864.png,"(0, 0, 48, 48)",3,4,0,0,1,0,0,0,2,0
fer0032865.png,"(0, 0, 48, 48)",9,0,0,1,0,0,0,0,0,0
fer0032866.png,"(0, 0, 48, 48)",5,0,0,1,0,0,1,1,2,0
fer0032867.png,"(0, 0, 48, 48)",1,0,0,8,0,0,0,0,1,0
fer0032868.png,"(0, 0, 48, 48)",1,0,8,0,0,0,0,0,1,0
fer0032869.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032870.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032871.png,"(0, 0, 48, 48)",4,0,0,4,0,1,0,0,1,0
fer0032872.png,"(0, 0, 48, 48)",1,9,0,0,0,0,0,0,0,0
fer0032873.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032874.png,"(0, 0, 48, 48)",5,0,2,0,0,0,0,1,2,0
fer0032875.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
fer0032876.png,"(0, 0, 48, 48)",4,0,0,4,0,0,0,0,2,0
fer0032877.png,"(0, 0, 48, 48)",7,0,0,0,0,0,1,0,2,0
fer0032878.png,"(0, 0, 48, 48)",0,6,4,0,0,0,0,0,0,0
fer0032879.png,"(0, 0, 48, 48)",1,6,0,0,1,0,0,0,2,0
fer0032880.png,"(0, 0, 48, 48)",4,0,0,1,1,1,0,0,3,0
fer0032881.png,"(0, 0, 48, 48)",8,0,0,0,0,0,0,0,2,0
fer0032882.png,"(0, 0, 48, 48)",1,0,0,1,4,0,2,0,2,0
fer0032883.png,"(0, 0, 48, 48)",2,5,1,0,0,0,0,0,1,1
fer0032884.png,"(0, 0, 48, 48)",1,0,0,3,0,2,0,4,0,0
fer0032885.png,"(0, 0, 48, 48)",8,0,0,1,0,0,0,1,0,0
fer0032886.png,"(0, 0, 48, 48)",6,3,0,0,0,0,0,0,1,0
fer0032887.png,"(0, 0, 48, 48)",0,10,0,0,0,0,0,0,0,0
